District,Suburbs,Max Results
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",0
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",0
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",0
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",0
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",0
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",0
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",0
Mitte,"[('Mitte', 163), ('Gesundbrunnen', 85080), ('Tiergarten', 184)]",280
Mitte,"[('Moabit', 85086)]",0
Mitte,"[('Moabit', 85086)]",140
Mitte,"[('Wedding', 189)]",252
Treptow-Köpenick,"[('Schöneberg', 178), ('Köpenick', 150), ('Adlershof', 114)]",0
Treptow-Köpenick,"[('Schöneberg', 178), ('Köpenick', 150), ('Adlershof', 114)]",0
Treptow-Köpenick,"[('Schöneberg', 178), ('Köpenick', 150), ('Adlershof', 114)]",221
Treptow-Köpenick,"[('Niederschöneweide', 166)]",14
Treptow-Köpenick,"[('Grünau', 135)]",0
Treptow-Köpenick,"[('Grünau', 135)]",0
Treptow-Köpenick,"[('Grünau', 135)]",16
Treptow-Köpenick,"[('Altglienicke', 115)]",13
Treptow-Köpenick,"[('Hessenwinkel', 141), ('Bohnsdorf', 120), ('Müggelheim', 164)]",9
Treptow-Köpenick,"[('Oberschöneweide', 169), ('Friedrichshagen', 131), ('Treptow', 185), ('Rahnsdorf', 172)]",78
Treptow-Köpenick,"[('Baumschulenweg', 116), ('Wilhelmshagen', 191), ('Johannisthal', 143)]",18
Treptow-Köpenick,"[('Plänterwald', 85089)]",12
Treptow-Köpenick,"[('Karolinenhof', 145)]",0
Treptow-Köpenick,"[('Karolinenhof', 145)]",7
Lichtenberg,"[('Neu-Hohenschönhausen', 85087), ('Lichtenberg', 153), ('Friedrichsfelde', 130), ('Falkenberg', 128)]",133
Lichtenberg,"[('Wartenberg', 188)]",7
Lichtenberg,"[('Alt-Hohenschönhausen', 85076), ('Rummelsburg', 85090), ('Malchow', 158)]",24
Lichtenberg,"[('Hohenschönhausen', 142), ('Karlshorst', 144)]",26
Marzahn-Hellersdorf,"[('Hellersdorf', 139), ('Biesdorf', 117)]",25
Marzahn-Hellersdorf,"[('Marzahn', 162)]",18
Marzahn-Hellersdorf,"[('Mahlsdorf', 157), ('Marzahn-Hellersdorf', 85085), ('Kaulsdorf', 147)]",20
Pankow,"[('Blankenfelde', 119), ('Steglitz', 181)]",70
Pankow,"[('Prenzlauer Berg', 171), ('Französisch Buchholz', 85078), ('Karow', 146)]",312
Pankow,"[('Buchholz', 124), ('Blankenburg', 118), ('Pankow', 170)]",96
Pankow,"[('Wilhelmsruh', 85095), ('Rosenthal', 174), ('Niederschönhausen', 167)]",17
Pankow,"[('Buch', 123)]",11
Pankow,"[('Heinersdorf', 138), ('Weißensee', 190)]",37
Treptow-Köpenick,"[('Müggelheim', 164), ('Niederschöneweide', 166), ('Friedrichshagen', 131)]",19
Treptow-Köpenick,"[('Köpenick', 150), ('Plänterwald', 85089), ('Grünau', 135)]",52
Treptow-Köpenick,"[('Adlershof', 114), ('Bohnsdorf', 120)]",35
Treptow-Köpenick,"[('Hessenwinkel', 141)]",7
Treptow-Köpenick,"[('Wilhelmshagen', 191)]",7
Treptow-Köpenick,"[('Karolinenhof', 145), ('Baumschulenweg', 116), ('Johannisthal', 143), ('Altglienicke', 115)]",24
Treptow-Köpenick,"[('Rahnsdorf', 172), ('Schöneberg', 178)]",169
Treptow-Köpenick,"[('Treptow', 185), ('Oberschöneweide', 169)]",72
Lichtenberg,"[('Rummelsburg', 85090), ('Lichtenberg', 153), ('Friedrichsfelde', 130), ('Karlshorst', 144)]",149
Lichtenberg,"[('Wartenberg', 188), ('Malchow', 158)]",7
Lichtenberg,"[('Alt-Hohenschönhausen', 85076), ('Falkenberg', 128)]",19
Lichtenberg,"[('Hohenschönhausen', 142), ('Neu-Hohenschönhausen', 85087)]",11
Marzahn-Hellersdorf,"[('Marzahn-Hellersdorf', 85085)]",0
Marzahn-Hellersdorf,"[('Marzahn-Hellersdorf', 85085)]",15
Marzahn-Hellersdorf,"[('Marzahn', 162), ('Kaulsdorf', 147)]",19
Marzahn-Hellersdorf,"[('Hellersdorf', 139), ('Biesdorf', 117)]",25
Marzahn-Hellersdorf,"[('Mahlsdorf', 157)]",0
Marzahn-Hellersdorf,"[('Mahlsdorf', 157)]",11
Pankow,"[('Wilhelmsruh', 85095), ('Blankenburg', 118), ('Niederschönhausen', 167), ('Blankenfelde', 119)]",17
Pankow,"[('Buchholz', 124), ('Weißensee', 190), ('Karow', 146), ('Französisch Buchholz', 85078)]",43
Pankow,"[('Rosenthal', 174), ('Prenzlauer Berg', 171), ('Pankow', 170), ('Steglitz', 181)]",466
Pankow,"[('Heinersdorf', 138), ('Buch', 123)]",11
Reinickendorf,"[('Tegel', 182), ('Reinickendorf', 173), ('Frohnau', 133), ('Lübars', 156)]",74
Reinickendorf,"[('Heiligensee', 137), ('Borsigwalde', 121)]",9
Reinickendorf,"[('Waidmannslust', 186), ('Wittenau', 193), ('Hermsdorf', 140)]",0
Reinickendorf,"[('Waidmannslust', 186), ('Wittenau', 193), ('Hermsdorf', 140)]",12
Reinickendorf,"[('Konradshöhe', 149), ('Marienfelde', 161)]",11
Neukölln,"[('Britz', 122), ('Rudow', 175)]",27
Neukölln,"[('Gropiusstadt', 85081), ('Buckow', 125), ('Neukölln', 165)]",0
Neukölln,"[('Gropiusstadt', 85081), ('Buckow', 125), ('Neukölln', 165)]",479
Charlottenburg-Wilmersdorf,"[('Halensee', 85083), ('Charlottenburg', 126)]",149
Charlottenburg-Wilmersdorf,"[('Schmöckwitz', 177), ('Wilmersdorf', 192), ('Grunewald', 136)]",81
Charlottenburg-Wilmersdorf,"[('Charlottenburg-Wilmersdorf', 85077)]",75
Steglitz-Zehlendorf,"[('Wannsee', 187), ('Lankwitz', 152), ('Schmargendorf', 176)]",32
Steglitz-Zehlendorf,"[('Zehlendorf', 194)]",28
Steglitz-Zehlendorf,"[('Lichterfelde', 155), ('Steglitz-Zehlendorf', 85093)]",43
Treptow-Köpenick,"[('Baumschulenweg', 116)]",16
Treptow-Köpenick,"[('Plänterwald', 85089), ('Hessenwinkel', 141)]",12
Treptow-Köpenick,"[('Rahnsdorf', 172), ('Altglienicke', 115), ('Grünau', 135)]",23
Treptow-Köpenick,"[('Adlershof', 114)]",33
Treptow-Köpenick,"[('Oberschöneweide', 169)]",38
Treptow-Köpenick,"[('Johannisthal', 143), ('Bohnsdorf', 120)]",11
Treptow-Köpenick,"[('Karolinenhof', 145), ('Wilhelmshagen', 191), ('Müggelheim', 164), ('Niederschöneweide', 166)]",13
Treptow-Köpenick,"[('Friedrichshagen', 131)]",12
Treptow-Köpenick,"[('Treptow', 185), ('Köpenick', 150)]",76
Treptow-Köpenick,"[('Schöneberg', 178)]",168
Lichtenberg,"[('Rummelsburg', 85090), ('Alt-Hohenschönhausen', 85076), ('Wartenberg', 188)]",25
Lichtenberg,"[('Lichtenberg', 153), ('Malchow', 158)]",115
Lichtenberg,"[('Hohenschönhausen', 142), ('Karlshorst', 144), ('Friedrichsfelde', 130)]",36
Lichtenberg,"[('Falkenberg', 128)]",9
Lichtenberg,"[('Neu-Hohenschönhausen', 85087)]",8
Marzahn-Hellersdorf,"[('Hellersdorf', 139)]",16
Marzahn-Hellersdorf,"[('Marzahn-Hellersdorf', 85085)]",15
Marzahn-Hellersdorf,"[('Marzahn', 162), ('Mahlsdorf', 157)]",21
Marzahn-Hellersdorf,"[('Kaulsdorf', 147), ('Biesdorf', 117)]",17
Pankow,"[('Rosenthal', 174), ('Wilhelmsruh', 85095)]",8
Pankow,"[('Blankenburg', 118), ('Karow', 146)]",10
Pankow,"[('Französisch Buchholz', 85078)]",7
Pankow,"[('Weißensee', 190)]",40
Pankow,"[('Prenzlauer Berg', 171), ('Niederschönhausen', 167), ('Buch', 123)]",336
Pankow,"[('Steglitz', 181), ('Buchholz', 124)]",76
Pankow,"[('Blankenfelde', 119)]",7
Pankow,"[('Heinersdorf', 138), ('Pankow', 170)]",95
Reinickendorf,"[('Konradshöhe', 149), ('Marienfelde', 161)]",11
Reinickendorf,"[('Heiligensee', 137), ('Lübars', 156), ('Frohnau', 133), ('Borsigwalde', 121)]",12
Reinickendorf,"[('Wittenau', 193), ('Hermsdorf', 140), ('Reinickendorf', 173), ('Waidmannslust', 186)]",0
Reinickendorf,"[('Wittenau', 193), ('Hermsdorf', 140), ('Reinickendorf', 173), ('Waidmannslust', 186)]",72
Reinickendorf,"[('Tegel', 182)]",15
Neukölln,"[('Buckow', 125)]",16
Neukölln,"[('Britz', 122), ('Neukölln', 165)]",473
Treptow-Köpenick,"[('Friedrichshagen', 131)]",12
Treptow-Köpenick,"[('Schöneberg', 178)]",172
Treptow-Köpenick,"[('Rahnsdorf', 172), ('Karolinenhof', 145), ('Niederschöneweide', 166), ('Adlershof', 114)]",40
Treptow-Köpenick,"[('Bohnsdorf', 120), ('Oberschöneweide', 169), ('Plänterwald', 85089)]",47
Treptow-Köpenick,"[('Müggelheim', 164), ('Köpenick', 150), ('Wilhelmshagen', 191)]",41
Treptow-Köpenick,"[('Baumschulenweg', 116), ('Hessenwinkel', 141)]",15
Treptow-Köpenick,"[('Altglienicke', 115), ('Treptow', 185), ('Johannisthal', 143)]",51
Treptow-Köpenick,"[('Grünau', 135)]",15
Lichtenberg,"[('Hohenschönhausen', 142), ('Friedrichsfelde', 130), ('Falkenberg', 128), ('Rummelsburg', 85090)]",32
Lichtenberg,"[('Neu-Hohenschönhausen', 85087)]",8
Lichtenberg,"[('Lichtenberg', 153), ('Karlshorst', 144), ('Wartenberg', 188), ('Alt-Hohenschönhausen', 85076)]",133
Lichtenberg,"[('Malchow', 158)]",7
Marzahn-Hellersdorf,"[('Kaulsdorf', 147)]",9
Marzahn-Hellersdorf,"[('Marzahn-Hellersdorf', 85085), ('Hellersdorf', 139), ('Marzahn', 162), ('Mahlsdorf', 157)]",37
Marzahn-Hellersdorf,"[('Biesdorf', 117)]",16
Pankow,"[('Prenzlauer Berg', 171), ('Buchholz', 124), ('Weißensee', 190)]",366
Pankow,"[('Rosenthal', 174), ('Niederschönhausen', 167), ('Pankow', 170), ('Buch', 123)]",116
Pankow,"[('Blankenburg', 118), ('Heinersdorf', 138)]",7
Pankow,"[('Steglitz', 181), ('Wilhelmsruh', 85095), ('Französisch Buchholz', 85078), ('Karow', 146)]",81
Pankow,"[('Blankenfelde', 119)]",7
Reinickendorf,"[('Reinickendorf', 173), ('Frohnau', 133), ('Lübars', 156), ('Hermsdorf', 140)]",74
Reinickendorf,"[('Waidmannslust', 186), ('Heiligensee', 137), ('Marienfelde', 161)]",12
Reinickendorf,"[('Konradshöhe', 149)]",8
Reinickendorf,"[('Borsigwalde', 121)]",9
Reinickendorf,"[('Wittenau', 193), ('Tegel', 182)]",18
Neukölln,"[('Rudow', 175), ('Buckow', 125), ('Britz', 122)]",34
Neukölln,"[('Gropiusstadt', 85081), ('Neukölln', 165)]",475
Charlottenburg-Wilmersdorf,"[('Charlottenburg', 126), ('Grunewald', 136), ('Charlottenburg-Wilmersdorf', 85077)]",228
Charlottenburg-Wilmersdorf,"[('Halensee', 85083), ('Schmöckwitz', 177), ('Wilmersdorf', 192)]",72
Steglitz-Zehlendorf,"[('Steglitz-Zehlendorf', 85093), ('Dahlem', 127), ('Zehlendorf', 194), ('Nikolassee', 168)]",50
Steglitz-Zehlendorf,"[('Wannsee', 187), ('Lichterfelde', 155), ('Lankwitz', 152), ('Schmargendorf', 176)]",55
Tempelhof-Schöneberg,"[('Mariendorf', 160), ('Tempelhof-Schöneberg', 85094), ('Siemensstadt', 179), ('Friedenau', 129)]",86
Tempelhof-Schöneberg,"[('Lichtenrade', 154), ('Tempelhof', 183)]",62
Friedrichshain-Kreuzberg,"[('Kreuzberg', 151)]",305
Friedrichshain-Kreuzberg,"[('Friedrichshain-Kreuzberg', 85079), ('Friedrichshain', 132)]",401
Spandau,"[('Wilhelmstadt', 85096), ('Spandau', 180), ('Staaken', 85091)]",39
Spandau,"[('Hakenfelde', 85082), ('Kladow', 148), ('Stadtrandsiedlung Malchow', 85092), ('Pichelsdorf', 85088)]",10
Spandau,"[('Gatow', 134)]",8
Mitte,"[('Mitte', 163), ('Tiergarten', 184)]",252
Mitte,"[('Gesundbrunnen', 85080)]",44
Mitte,"[('Moabit', 85086), ('Wedding', 189)]",383
Treptow-Köpenick,"[('Plänterwald', 85089)]",11
Treptow-Köpenick,"[('Hessenwinkel', 141), ('Karolinenhof', 145), ('Treptow', 185)]",44
Treptow-Köpenick,"[('Baumschulenweg', 116)]",16
Treptow-Köpenick,"[('Köpenick', 150)]",37
Treptow-Köpenick,"[('Rahnsdorf', 172), ('Adlershof', 114)]",35
Treptow-Köpenick,"[('Friedrichshagen', 131)]",13
Treptow-Köpenick,"[('Grünau', 135), ('Niederschöneweide', 166)]",18
Treptow-Köpenick,"[('Altglienicke', 115), ('Wilhelmshagen', 191), ('Müggelheim', 164)]",12
Treptow-Köpenick,"[('Oberschöneweide', 169), ('Johannisthal', 143), ('Bohnsdorf', 120), ('Schöneberg', 178)]",205
Lichtenberg,"[('Malchow', 158), ('Lichtenberg', 153)]",110
Lichtenberg,"[('Friedrichsfelde', 130), ('Rummelsburg', 85090), ('Neu-Hohenschönhausen', 85087), ('Hohenschönhausen', 142)]",32
Lichtenberg,"[('Alt-Hohenschönhausen', 85076), ('Falkenberg', 128), ('Wartenberg', 188), ('Karlshorst', 144)]",33
Marzahn-Hellersdorf,"[('Hellersdorf', 139), ('Marzahn', 162)]",24
Marzahn-Hellersdorf,"[('Biesdorf', 117), ('Mahlsdorf', 157), ('Kaulsdorf', 147)]",22
Marzahn-Hellersdorf,"[('Marzahn-Hellersdorf', 85085)]",15
Pankow,"[('Steglitz', 181), ('Buch', 123)]",83
Pankow,"[('Buchholz', 124)]",8
Pankow,"[('Weißensee', 190), ('Pankow', 170)]",134
Pankow,"[('Blankenburg', 118), ('Karow', 146), ('Französisch Buchholz', 85078)]",10
Pankow,"[('Niederschönhausen', 167)]",14
Pankow,"[('Blankenfelde', 119), ('Prenzlauer Berg', 171), ('Wilhelmsruh', 85095), ('Heinersdorf', 138)]",326
Pankow,"[('Rosenthal', 174)]",7
Reinickendorf,"[('Heiligensee', 137), ('Borsigwalde', 121)]",10
Reinickendorf,"[('Hermsdorf', 140)]",10
Reinickendorf,"[('Tegel', 182), ('Konradshöhe', 149), ('Lübars', 156)]",17
Reinickendorf,"[('Marienfelde', 161)]",9
Reinickendorf,"[('Frohnau', 133)]",10
Reinickendorf,"[('Waidmannslust', 186), ('Wittenau', 193)]",11
Reinickendorf,"[('Reinickendorf', 173)]",0
Reinickendorf,"[('Reinickendorf', 173)]",70
Neukölln,"[('Rudow', 175)]",13
Neukölln,"[('Britz', 122), ('Neukölln', 165)]",472
Neukölln,"[('Buckow', 125), ('Gropiusstadt', 85081)]",28
Charlottenburg-Wilmersdorf,"[('Halensee', 85083), ('Charlottenburg-Wilmersdorf', 85077), ('Charlottenburg', 126), ('Wilmersdorf', 192)]",278
Charlottenburg-Wilmersdorf,"[('Grunewald', 136), ('Schmöckwitz', 177)]",11
Steglitz-Zehlendorf,"[('Lichterfelde', 155)]",33
Steglitz-Zehlendorf,"[('Lankwitz', 152)]",21
Steglitz-Zehlendorf,"[('Zehlendorf', 194), ('Wannsee', 187), ('Schmargendorf', 176)]",36
Steglitz-Zehlendorf,"[('Dahlem', 127), ('Nikolassee', 168)]",20
Steglitz-Zehlendorf,"[('Steglitz-Zehlendorf', 85093)]",19
Tempelhof-Schöneberg,"[('Friedenau', 129), ('Mariendorf', 160)]",57
Tempelhof-Schöneberg,"[('Lichtenrade', 154), ('Tempelhof-Schöneberg', 85094), ('Siemensstadt', 179), ('Tempelhof', 183)]",84
Friedrichshain-Kreuzberg,"[('Kreuzberg', 151), ('Friedrichshain', 132), ('Friedrichshain-Kreuzberg', 85079)]",700
Spandau,"[('Wilhelmstadt', 85096)]",9
Spandau,"[('Spandau', 180), ('Kladow', 148)]",35
Spandau,"[('Pichelsdorf', 85088), ('Staaken', 85091), ('Gatow', 134), ('Stadtrandsiedlung Malchow', 85092)]",12
Spandau,"[('Hakenfelde', 85082)]",7
Mitte,"[('Gesundbrunnen', 85080), ('Mitte', 163)]",256
Mitte,"[('Wedding', 189), ('Moabit', 85086)]",0
Mitte,"[('Wedding', 189), ('Moabit', 85086)]",375
Mitte,"[('Tiergarten', 184)]",37
Treptow-Köpenick,"[('Schöneberg', 178), ('Baumschulenweg', 116), ('Plänterwald', 85089)]",185
Treptow-Köpenick,"[('Treptow', 185), ('Adlershof', 114), ('Karolinenhof', 145), ('Müggelheim', 164)]",66
Treptow-Köpenick,"[('Bohnsdorf', 120), ('Grünau', 135), ('Oberschöneweide', 169)]",46
Treptow-Köpenick,"[('Friedrichshagen', 131)]",13
Treptow-Köpenick,"[('Altglienicke', 115)]",12
Treptow-Köpenick,"[('Köpenick', 150)]",38
Treptow-Köpenick,"[('Niederschöneweide', 166), ('Wilhelmshagen', 191), ('Rahnsdorf', 172), ('Hessenwinkel', 141)]",0
Treptow-Köpenick,"[('Niederschöneweide', 166), ('Wilhelmshagen', 191), ('Rahnsdorf', 172), ('Hessenwinkel', 141)]",12
Treptow-Köpenick,"[('Johannisthal', 143)]",9
Lichtenberg,"[('Hohenschönhausen', 142), ('Neu-Hohenschönhausen', 85087), ('Malchow', 158)]",12
Lichtenberg,"[('Wartenberg', 188), ('Lichtenberg', 153), ('Alt-Hohenschönhausen', 85076), ('Friedrichsfelde', 130)]",134
Treptow-Köpenick,"[('Hessenwinkel', 141), ('Altglienicke', 115), ('Schöneberg', 178), ('Karolinenhof', 145)]",182
